feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.36,white,0.99406,2.99,11.2,6,white,3569
6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.39,white,0.99089,3.12,11.5,6,white,3570
5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.51,white,0.9936,3.32,10.5,4,white,3571
7.6,0.38,0.28,4.2,0.029,7.0,112.0,0.41,white,0.9906,3.0,12.6,6,white,3572
7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.48,white,0.9911,3.15,11.9,6,white,3573
8.1,0.17,0.21,1.6,0.036,24.0,119.0,0.52,white,0.99396,3.18,10.1,6,white,3574
6.8,0.18,0.28,1.1,0.027,32.0,112.0,0.45,white,0.99089,3.15,11.0,7,white,3575
7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.56,white,0.9968,3.14,10.6,5,white,3576
7.3,0.23,0.27,2.6,0.035,39.0,120.0,0.59,white,0.99138,3.04,11.3,7,white,3577
6.7,0.22,0.22,1.2,0.038,5.0,124.0,0.37,white,0.99098,3.1,11.2,4,white,3578
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.37,white,0.99238,2.94,11.5,7,white,3579
7.5,0.3,0.21,6.55,0.026,33.0,143.0,0.35,white,0.99244,2.92,11.1,5,white,3580
7.2,0.26,0.24,7.0,0.023,19.0,130.0,0.49,white,0.99176,3.14,12.8,7,white,3581
6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.46,white,0.98993,3.3,12.3,6,white,3582
7.7,0.24,0.3,1.4,0.041,15.0,102.0,0.53,white,0.9929,3.26,10.4,6,white,3583
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.37,white,0.99238,2.94,11.5,7,white,3584
7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.37,white,0.98988,3.16,11.7,7,white,3585
5.8,0.28,0.28,4.2,0.044,52.0,158.0,0.44,white,0.992,3.35,10.7,7,white,3586
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.5,white,0.99784,2.85,9.5,6,white,3587
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.5,white,0.99784,2.85,9.5,6,white,3588
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.5,white,0.99784,2.85,9.5,6,white,3589
6.6,0.19,0.35,1.5,0.037,37.0,107.0,0.68,white,0.99006,3.18,12.0,7,white,3590
6.4,0.28,0.36,1.3,0.053,28.0,186.0,0.45,white,0.99211,3.31,10.8,5,white,3591
5.6,0.28,0.27,3.9,0.043,52.0,158.0,0.44,white,0.99202,3.35,10.7,7,white,3592
5.6,0.28,0.28,4.2,0.044,52.0,158.0,0.44,white,0.992,3.35,10.7,7,white,3593
6.8,0.19,0.32,7.6,0.049,37.0,107.0,0.44,white,0.99332,3.12,10.7,7,white,3594
7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.4,white,0.98958,3.12,12.1,7,white,3595
6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.52,white,0.98939,3.0,11.9,7,white,3596
6.6,0.19,0.28,11.8,0.042,54.0,137.0,0.37,white,0.99492,3.18,10.8,6,white,3597
5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.56,white,0.99043,3.59,12.3,7,white,3598
6.6,0.39,0.38,9.7,0.053,49.0,226.0,0.57,white,0.99787,3.3,9.4,6,white,3599
6.8,0.12,0.3,12.9,0.049,32.0,88.0,0.35,white,0.99654,3.2,9.9,6,white,3600
6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.61,white,0.99304,3.35,10.4,7,white,3601
6.6,0.26,0.24,7.2,0.038,28.0,137.0,0.6,white,0.9952,3.35,10.4,6,white,3602
7.0,0.32,0.27,7.1,0.027,37.0,122.0,0.6,white,0.99165,3.15,12.6,7,white,3603
7.4,0.36,0.23,1.9,0.017,31.0,69.0,0.36,white,0.9892,2.93,12.5,6,white,3604
6.7,0.35,0.48,8.8,0.056,35.0,167.0,0.47,white,0.99628,3.04,9.4,5,white,3605
6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.6,white,0.99604,3.11,9.2,5,white,3606
6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.54,white,0.99164,3.27,11.2,6,white,3607
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.46,white,0.998,2.91,9.2,6,white,3608
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.46,white,0.998,2.91,9.2,6,white,3609
6.7,0.35,0.48,8.8,0.056,35.0,167.0,0.47,white,0.99628,3.04,9.4,5,white,3610
6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.54,white,0.99164,3.27,11.2,6,white,3611
6.8,0.16,0.18,1.8,0.046,31.0,114.0,0.55,white,0.99226,3.27,10.8,6,white,3612
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.46,white,0.998,2.91,9.2,6,white,3613
6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.6,white,0.99604,3.11,9.2,5,white,3614
7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.36,white,0.98914,2.96,12.5,6,white,3615
7.7,0.32,0.61,11.8,0.041,66.0,188.0,0.54,white,0.99794,3.0,9.3,5,white,3616
7.0,0.29,0.33,0.9,0.041,20.0,117.0,0.5,white,0.99048,3.21,11.4,5,white,3617
7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.56,white,0.99726,3.04,10.0,7,white,3618
6.8,0.45,0.28,26.05,0.031,27.0,122.0,0.42,white,1.00295,3.06,10.6,6,white,3619
6.3,0.2,0.26,4.7,0.04,108.0,168.0,0.75,white,0.99278,3.07,10.7,7,white,3620
7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.56,white,0.99726,3.04,10.0,7,white,3621
7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.36,white,0.98914,2.96,12.5,6,white,3622
6.8,0.45,0.28,26.05,0.031,27.0,122.0,0.42,white,1.00295,3.06,10.6,6,white,3623
6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.27,white,0.99054,3.19,12.8,7,white,3624
7.7,0.32,0.61,11.8,0.041,66.0,188.0,0.54,white,0.99794,3.0,9.3,5,white,3625
7.0,0.29,0.33,0.9,0.041,20.0,117.0,0.5,white,0.99048,3.21,11.4,5,white,3626
6.4,0.37,0.2,5.6,0.117,61.0,183.0,0.43,white,0.99459,3.24,9.5,5,white,3627
6.4,0.38,0.2,5.3,0.117,57.0,181.0,0.43,white,0.99459,3.24,9.5,6,white,3628
6.4,0.36,0.2,5.7,0.118,61.0,172.0,0.43,white,0.9946,3.24,9.5,6,white,3629
6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.38,white,0.99362,3.06,10.8,6,white,3630
6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.38,white,0.99362,3.06,10.8,6,white,3631
6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.47,white,0.99966,3.2,8.8,6,white,3632
6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.38,white,0.99362,3.06,10.8,6,white,3633
7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.38,white,0.99442,3.08,11.0,7,white,3634
5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.38,white,0.98918,3.29,12.4,6,white,3635
6.5,0.26,0.39,1.4,0.02,12.0,66.0,0.75,white,0.99089,3.25,11.3,7,white,3636
8.7,0.3,0.34,4.8,0.018,23.0,127.0,0.49,white,0.99474,3.12,11.2,7,white,3637
6.4,0.29,0.32,2.4,0.014,34.0,89.0,0.66,white,0.99008,3.24,12.5,7,white,3638
6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.44,white,0.99348,3.12,10.0,6,white,3639
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.56,white,0.99283,3.12,11.0,6,white,3640
6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.88,white,0.99398,3.16,10.5,6,white,3641
6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.88,white,0.99398,3.16,10.5,6,white,3642
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.56,white,0.99283,3.12,11.0,6,white,3643
6.4,0.24,0.23,2.0,0.046,30.0,133.0,0.54,white,0.9908,3.12,11.4,7,white,3644
5.9,0.18,0.28,5.1,0.039,50.0,139.0,0.44,white,0.99165,3.16,11.3,6,white,3645
7.2,0.33,0.22,4.5,0.031,10.0,73.0,0.52,white,0.99076,2.97,12.2,7,white,3646
6.4,0.29,0.24,3.2,0.037,31.0,95.0,0.66,white,0.98942,2.9,12.6,7,white,3647
7.3,0.31,0.25,6.65,0.032,30.0,138.0,0.37,white,0.99244,2.9,11.1,5,white,3648
7.0,0.29,0.37,1.6,0.035,34.0,126.0,0.47,white,0.99058,3.26,12.3,6,white,3649
6.9,0.19,0.6,4.0,0.037,6.0,122.0,0.59,white,0.99255,2.92,10.4,4,white,3650
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.48,white,0.99916,3.13,8.8,6,white,3651
6.6,0.085,0.33,1.4,0.036,17.0,109.0,0.61,white,0.99306,3.27,9.5,6,white,3652
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.48,white,0.99916,3.13,8.8,6,white,3653
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.44,white,0.99498,3.42,10.4,6,white,3654
6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.27,white,0.99,3.11,13.0,7,white,3655
7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.46,white,0.99338,3.16,12.2,7,white,3656
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.34,white,0.99456,3.03,10.5,8,white,3657
5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.42,white,0.9926,3.33,10.8,7,white,3658
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.53,white,0.98856,3.2,13.2,8,white,3659
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.57,white,0.98946,3.16,13.0,8,white,3660
6.7,0.22,0.39,1.2,0.049,26.0,152.0,0.47,white,0.99346,3.5,10.0,6,white,3661
6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.48,white,0.99268,3.42,10.4,4,white,3662
6.5,0.26,0.31,1.3,0.034,59.0,145.0,0.54,white,0.98944,3.16,12.4,6,white,3663
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.34,white,0.98976,3.27,12.9,8,white,3664
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.53,white,0.98856,3.2,13.2,8,white,3665
6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.56,white,0.99523,3.02,10.5,7,white,3666
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.57,white,0.98946,3.16,13.0,8,white,3667
6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.36,white,0.99402,3.07,11.2,5,white,3668
5.9,0.37,0.32,1.6,0.029,41.0,102.0,0.55,white,0.98916,3.41,12.7,7,white,3669
6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.52,white,0.99655,3.14,9.4,6,white,3670
6.8,0.3,0.29,6.2,0.025,29.0,95.0,0.32,white,0.99071,3.03,12.9,7,white,3671
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.35,white,0.98889,2.96,13.0,8,white,3672
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.4,white,0.98742,3.31,13.6,7,white,3673
6.6,0.34,0.2,1.0,0.053,26.0,112.0,0.55,white,0.99336,3.32,9.1,5,white,3674
5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.43,white,0.992,3.25,10.4,6,white,3675
5.3,0.3,0.3,1.2,0.029,25.0,93.0,0.4,white,0.98742,3.31,13.6,7,white,3676
6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.44,white,0.99275,3.28,12.2,6,white,3677
7.2,0.23,0.25,18.8,0.085,19.0,111.0,0.51,white,1.00044,3.1,8.7,5,white,3678
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.37,white,0.99444,3.04,10.5,7,white,3679
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.78,white,0.99742,3.24,10.2,6,white,3680
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.34,white,0.99228,3.06,12.5,8,white,3681
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.75,white,0.99058,3.11,11.3,7,white,3682
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.78,white,0.99742,3.24,10.2,6,white,3683
6.8,0.31,0.3,8.0,0.028,33.0,122.0,0.63,white,0.99164,3.13,12.6,7,white,3684
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.78,white,0.99742,3.24,10.2,6,white,3685
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.5,white,0.99438,3.09,9.8,5,white,3686
6.0,0.16,0.27,12.0,0.03,39.0,98.0,0.34,white,0.99402,3.15,10.8,5,white,3687
7.1,0.21,0.35,2.5,0.04,41.0,186.0,0.56,white,0.99128,3.32,12.5,6,white,3688
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.34,white,0.99228,3.06,12.5,8,white,3689
5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.31,white,0.991,3.3,11.5,7,white,3690
7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.41,white,0.9931,2.98,11.4,6,white,3691
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.37,white,0.99444,3.04,10.5,7,white,3692
6.8,0.31,0.3,8.0,0.028,33.0,122.0,0.63,white,0.99164,3.13,12.6,7,white,3693
7.2,0.23,0.25,18.8,0.085,19.0,111.0,0.51,white,1.00044,3.1,8.7,5,white,3694
6.4,0.15,0.4,1.3,0.053,61.0,146.0,0.68,white,0.99112,3.17,11.0,6,white,3695
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.75,white,0.99058,3.11,11.3,7,white,3696
6.8,0.15,0.41,12.9,0.044,79.5,182.0,0.78,white,0.99742,3.24,10.2,6,white,3697
6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.74,white,0.98961,3.06,11.6,6,white,3698
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.5,white,0.99438,3.09,9.8,5,white,3699
7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.52,white,0.99344,3.1,10.1,5,white,3700
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.5,white,0.99904,3.06,9.2,5,white,3701
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.53,white,0.99884,3.05,9.1,6,white,3702
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.53,white,0.99884,3.05,9.1,6,white,3703
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.53,white,0.99884,3.05,9.1,6,white,3704
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.53,white,0.99884,3.05,9.1,6,white,3705
6.6,0.15,0.34,1.0,0.037,45.0,79.0,0.5,white,0.98949,2.96,11.7,6,white,3706
6.7,0.34,0.43,1.6,0.041,29.0,114.0,0.44,white,0.99014,3.23,12.6,6,white,3707
7.7,0.35,0.46,11.8,0.088,61.0,183.0,0.47,white,0.99786,2.86,9.0,5,white,3708
6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.44,white,0.99206,3.12,10.1,5,white,3709
4.7,0.67,0.09,1.0,0.02,5.0,9.0,0.34,white,0.98722,3.3,13.6,5,white,3710
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.53,white,0.99884,3.05,9.1,6,white,3711
6.3,0.2,0.18,10.6,0.045,57.0,159.0,0.54,white,0.99666,3.09,9.2,5,white,3712
6.6,0.28,0.23,10.4,0.049,45.0,190.0,0.51,white,0.99754,3.12,8.8,5,white,3713
8.5,0.18,0.3,1.1,0.028,34.0,95.0,0.36,white,0.99272,2.83,10.0,4,white,3714
6.5,0.35,0.38,7.4,0.036,20.0,196.0,0.48,white,0.99712,3.47,9.1,6,white,3715
6.8,0.22,0.26,1.2,0.041,29.0,182.0,0.35,white,0.99104,3.04,11.2,5,white,3716
6.3,0.18,0.24,3.4,0.053,20.0,119.0,0.52,white,0.99373,3.11,9.2,6,white,3717
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.5,white,0.99904,3.06,9.2,5,white,3718
6.6,0.3,0.45,8.0,0.038,54.0,200.0,0.48,white,0.9956,3.18,9.5,5,white,3719
6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.6,white,0.99095,3.35,11.9,7,white,3720
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.62,white,0.99382,3.11,9.8,5,white,3721
7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.62,white,0.99382,3.11,9.8,5,white,3722
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.44,white,0.99299,3.36,10.8,7,white,3723
5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.66,white,0.99048,3.37,11.3,6,white,3724
6.6,0.26,0.28,9.4,0.028,13.0,121.0,0.34,white,0.99254,3.17,12.1,6,white,3725
4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.34,white,0.9902,3.38,11.3,7,white,3726
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.44,white,0.99299,3.36,10.8,7,white,3727
6.2,0.2,0.33,5.4,0.028,21.0,75.0,0.41,white,0.99012,3.36,13.5,7,white,3728
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.45,white,0.99293,3.28,10.3,5,white,3729
6.2,0.22,0.2,20.8,0.035,58.0,184.0,0.53,white,1.00022,3.11,9.0,6,white,3730
7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.35,white,0.99382,3.08,11.6,6,white,3731
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.45,white,0.99293,3.28,10.3,5,white,3732
6.5,0.19,0.34,1.6,0.029,39.0,116.0,0.68,white,0.98954,3.21,12.5,6,white,3733
6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.45,white,0.99936,3.39,8.6,5,white,3734
6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.33,white,0.9884,3.19,13.4,6,white,3735
6.5,0.32,0.48,8.0,0.026,18.0,88.0,0.79,white,0.99144,3.22,12.7,4,white,3736
7.1,0.21,0.72,1.6,0.167,65.0,120.0,0.51,white,0.99324,2.97,9.2,5,white,3737
5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.35,white,0.99174,3.32,10.2,6,white,3738
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3739
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3740
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3741
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3742
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3743
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3744
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3745
7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.4,white,0.99043,3.02,11.9,5,white,3746
6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.42,white,0.99654,2.89,9.0,6,white,3747
6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.51,white,0.99758,3.3,9.0,5,white,3748
6.3,0.28,0.29,6.8,0.051,40.0,143.0,0.59,white,0.99374,3.43,11.0,6,white,3749
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.39,white,0.99792,2.96,9.0,7,white,3750
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.5,white,0.99243,3.28,10.0,5,white,3751
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.46,white,0.99216,3.29,10.7,5,white,3752
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.46,white,0.99215,3.29,10.7,5,white,3753
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.77,white,0.98953,3.39,13.4,8,white,3754
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.39,white,0.99278,2.99,11.0,6,white,3755
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.5,white,0.99243,3.28,10.0,5,white,3756
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.46,white,0.99216,3.29,10.7,5,white,3757
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.46,white,0.99215,3.29,10.7,5,white,3758
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.39,white,0.99278,2.99,11.0,6,white,3759
7.8,0.2,0.32,5.0,0.016,31.0,101.0,0.39,white,0.99186,2.99,11.0,6,white,3760
6.1,0.17,0.28,2.5,0.028,22.0,98.0,0.37,white,0.99072,3.16,11.1,7,white,3761
7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.52,white,0.99244,2.79,10.9,5,white,3762
6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.37,white,0.99084,3.03,11.5,5,white,3763
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.77,white,0.98953,3.39,13.4,8,white,3764
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.49,white,0.99754,3.08,9.4,5,white,3765
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.49,white,0.99754,3.08,9.4,5,white,3766
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.49,white,0.99754,3.08,9.4,5,white,3767
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.38,white,0.99567,3.17,10.6,6,white,3768
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.49,white,0.99754,3.08,9.4,5,white,3769
7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.65,white,0.99094,3.03,12.0,4,white,3770
6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.42,white,0.99532,3.14,10.2,6,white,3771
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.38,white,0.99567,3.17,10.6,6,white,3772
5.0,0.61,0.12,1.3,0.009,65.0,100.0,0.37,white,0.9874,3.26,13.5,5,white,3773
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.58,white,0.99794,3.31,9.7,5,white,3774
6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.32,white,0.99122,3.24,12.2,6,white,3775
6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.57,white,0.99226,3.11,12.3,5,white,3776
6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.32,white,0.99122,3.24,12.2,6,white,3777
6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.57,white,0.99099,3.42,11.4,7,white,3778
6.5,0.32,0.45,7.7,0.022,31.0,97.0,0.7,white,0.99134,3.2,12.7,7,white,3779
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.58,white,0.99794,3.31,9.7,5,white,3780
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.29,white,0.99338,3.13,10.8,6,white,3781
7.6,0.27,0.3,9.2,0.018,23.0,96.0,0.29,white,0.9938,3.08,11.0,6,white,3782
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.48,white,0.9955,3.18,9.5,5,white,3783
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.49,white,0.99776,3.2,10.1,6,white,3784
5.6,0.19,0.31,2.7,0.027,11.0,100.0,0.4,white,0.98964,3.46,13.2,7,white,3785
7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.34,white,0.99808,3.02,8.8,5,white,3786
6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.48,white,0.99551,3.18,9.5,5,white,3787
6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.48,white,0.99548,3.18,9.5,5,white,3788
6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.47,white,0.99541,3.16,9.5,6,white,3789
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.48,white,0.9955,3.18,9.5,5,white,3790
6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.47,white,0.99536,3.18,9.5,5,white,3791
6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.58,white,0.99524,3.03,10.4,6,white,3792
6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.55,white,0.9961,3.14,9.9,6,white,3793
5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.48,white,0.99224,3.22,10.0,5,white,3794
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.49,white,0.99776,3.2,10.1,6,white,3795
6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.39,white,0.99702,3.17,9.4,6,white,3796
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.47,white,0.99657,3.03,9.3,5,white,3797
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.52,white,0.99176,3.05,10.9,5,white,3798
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.57,white,0.99166,3.2,11.4,5,white,3799
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.73,white,0.99242,2.99,10.3,5,white,3800
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.51,white,0.99109,3.02,11.0,6,white,3801
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.52,white,0.99176,3.05,10.9,5,white,3802
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.4,white,0.99278,2.99,10.8,6,white,3803
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.73,white,0.99242,2.99,10.3,5,white,3804
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.51,white,0.99109,3.02,11.0,6,white,3805
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.47,white,0.99657,3.03,9.3,5,white,3806
6.8,0.21,0.62,6.4,0.041,7.0,113.0,0.59,white,0.99358,2.96,10.2,5,white,3807
6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.59,white,0.99358,2.96,10.2,6,white,3808
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.4,white,0.99278,2.99,10.8,6,white,3809
6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.52,white,0.99705,3.24,10.5,3,white,3810
7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.52,white,0.9912,3.13,11.1,5,white,3811
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.52,white,0.99176,3.05,10.9,5,white,3812
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.57,white,0.99166,3.2,11.4,5,white,3813
7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.49,white,0.99677,3.22,10.3,5,white,3814
6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.33,white,0.99172,3.28,12.9,7,white,3815
6.8,0.41,0.3,8.8,0.045,28.0,131.0,0.59,white,0.9953,3.12,9.9,5,white,3816
6.3,0.4,0.24,5.1,0.036,43.0,131.0,0.44,white,0.99186,3.24,11.3,6,white,3817
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.4,white,0.99188,3.38,11.5,6,white,3818
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.4,white,0.99188,3.38,11.5,6,white,3819
6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.38,white,0.99158,3.0,10.7,5,white,3820
6.9,0.28,0.28,12.2,0.042,52.0,139.0,0.56,white,0.99522,3.03,10.4,6,white,3821
7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.64,white,0.99176,3.17,12.5,6,white,3822
6.7,0.26,0.49,8.1,0.052,48.0,197.0,0.48,white,0.99558,3.19,9.5,5,white,3823
7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.56,white,0.9911,3.05,11.3,7,white,3824
